issue_id,request_id,unit_id,issue_date,exact_match
BI0003688,BR0010725,BU0016583,2009-08-30,Yes
BI0003689,BR0021853,BU0013935,2009-08-30,Yes
BI0003690,BR0021854,BU0033310,2009-08-30,Yes
BI0003691,BR0010726,BU0019619,2009-08-31,Yes
BI0003692,BR0001265,BU0007099,2009-08-31,Yes
BI0003693,BR0001265,BU0005191,2009-08-31,Yes
BI0003694,BR0021855,BU0009666,2009-08-31,Yes
BI0003695,BR0021856,BU0038392,2009-08-31,Yes
BI0003696,BR0001266,BU0015639,2009-09-01,Yes
BI0003697,BR0001266,BU0024950,2009-09-01,Yes
BI0003698,BR0010727,BU0017104,2009-09-01,Yes
BI0003699,BR0021857,BU0008451,2009-09-01,Yes
BI0003700,BR0021857,BU0009552,2009-09-01,Yes
BI0003701,BR0001267,BU0036209,2009-09-02,Yes
BI0003702,BR0001267,BU0012757,2009-09-02,Yes
BI0003703,BR0021859,BU0023729,2009-09-02,Yes
BI0003704,BR0010728,BU0016010,2009-09-02,Yes
BI0003705,BR0021858,BU0003765,2009-09-02,Yes
BI0003706,BR0010729,BU0006885,2009-09-03,Yes
BI0003707,BR0001268,BU0012758,2009-09-03,Yes
BI0003708,BR0001268,BU0028111,2009-09-03,Yes
BI0003709,BR0021860,BU0009838,2009-09-03,Yes
BI0003710,BR0021860,BU0017992,2009-09-03,Yes
BI0003711,BR0010730,BU0027206,2009-09-04,Yes
BI0003712,BR0021862,BU0002403,2009-09-04,Yes
BI0003713,BR0001269,BU0029451,2009-09-04,Yes
BI0003714,BR0001269,BU0002587,2009-09-04,Yes
BI0003715,BR0010731,BU0035532,2009-09-05,Yes
BI0003716,BR0001270,BU0018985,2009-09-05,Yes
BI0003717,BR0021864,BU0032430,2009-09-05,Yes
BI0003718,BR0021863,BU0033306,2009-09-05,Yes
BI0003719,BR0021866,BU0001628,2009-09-06,Yes
BI0003720,BR0001271,BU0032174,2009-09-06,Yes
BI0003721,BR0010732,BU0006520,2009-09-06,Yes
BI0003722,BR0021865,BU0020429,2009-09-06,Yes
BI0003723,BR0021867,BU0007634,2009-09-07,Yes
BI0003724,BR0001272,BU0008975,2009-09-07,Yes
BI0003725,BR0010733,BU0013750,2009-09-07,Yes
BI0003726,BR0021868,BU0014551,2009-09-07,Yes
BI0003727,BR0001273,BU0018531,2009-09-08,Yes
BI0003728,BR0021869,BU0002178,2009-09-08,Yes
BI0003729,BR0021869,BU0020381,2009-09-08,Yes
BI0003730,BR0010734,BU0011232,2009-09-08,Yes
BI0003731,BR0001274,BU0018532,2009-09-09,Yes
BI0003732,BR0010735,BU0030022,2009-09-09,Yes
BI0003733,BR0021870,BU0008681,2009-09-09,Yes
BI0003734,BR0021870,BU0016593,2009-09-09,Yes
BI0003735,BR0010736,BU0024177,2009-09-10,Yes
BI0003736,BR0021871,BU0029396,2009-09-10,Yes
BI0003737,BR0021871,BU0008112,2009-09-10,Yes
BI0003738,BR0001275,BU0033113,2009-09-10,Yes
BI0003739,BR0010737,BU0024178,2009-09-11,Yes
BI0003740,BR0001276,BU0003545,2009-09-11,Yes
BI0003741,BR0021873,BU0017418,2009-09-11,Yes
BI0003742,BR0021872,BU0019528,2009-09-11,Yes
BI0003743,BR0010738,BU0014659,2009-09-12,Yes
BI0003744,BR0001277,BU0006338,2009-09-12,Yes
BI0003745,BR0021874,BU0033552,2009-09-12,Yes
BI0003746,BR0021875,BU0000342,2009-09-12,Yes
BI0003747,BR0010739,BU0003227,2009-09-13,Yes
BI0003748,BR0001278,BU0038618,2009-09-13,Yes
BI0003749,BR0021876,BU0029855,2009-09-13,Yes
BI0003750,BR0021876,BU0031936,2009-09-13,Yes
BI0003751,BR0021877,BU0001029,2009-09-14,Yes
BI0003752,BR0021877,BU0003500,2009-09-14,Yes
BI0003753,BR0001279,BU0015028,2009-09-14,Yes
BI0003754,BR0010740,BU0036166,2009-09-14,Yes
BI0003755,BR0001280,BU0025770,2009-09-15,Yes
BI0003756,BR0010741,BU0002048,2009-09-15,Yes
BI0003757,BR0021878,BU0008136,2009-09-15,Yes
BI0003758,BR0021878,BU0015425,2009-09-15,Yes
BI0003759,BR0001281,BU0026595,2009-09-16,Yes
BI0003760,BR0010742,BU0010068,2009-09-16,Yes
BI0003761,BR0021879,BU0000315,2009-09-16,Yes
BI0003762,BR0021879,BU0036848,2009-09-16,Yes
BI0003763,BR0021880,BU0032213,2009-09-17,Yes
BI0003764,BR0021880,BU0014989,2009-09-17,Yes
BI0003765,BR0001282,BU0005602,2009-09-17,Yes
BI0003766,BR0010743,BU0010803,2009-09-17,Yes
BI0003767,BR0001283,BU0010401,2009-09-18,Yes
BI0003768,BR0010744,BU0028665,2009-09-18,Yes
BI0003769,BR0021881,BU0033346,2009-09-18,Yes
BI0003770,BR0001284,BU0017697,2009-09-19,Yes
BI0003771,BR0010745,BU0041091,2009-09-19,Yes
BI0003772,BR0021882,BU0040932,2009-09-19,Yes
BI0003773,BR0001285,BU0026070,2009-09-20,Yes
BI0003774,BR0010746,BU0010519,2009-09-20,Yes
BI0003775,BR0021883,BU0041878,2009-09-20,Yes
BI0003776,BR0001286,BU0031210,2009-09-21,Yes
BI0003777,BR0010747,BU0018290,2009-09-21,Yes
BI0003778,BR0021884,BU0017562,2009-09-21,Yes
BI0003779,BR0001287,BU0039901,2009-09-22,Yes
BI0003780,BR0010748,BU0018291,2009-09-22,Yes
BI0003781,BR0021885,BU0023947,2009-09-22,Yes
BI0003782,BR0010749,BU0034676,2009-09-23,Yes
BI0003783,BR0001288,BU0005543,2009-09-23,Yes
BI0003784,BR0021886,BU0029177,2009-09-23,Yes
BI0003785,BR0001289,BU0005544,2009-09-24,Yes
BI0003786,BR0010750,BU0003615,2009-09-24,Yes
BI0003787,BR0021887,BU0020134,2009-09-24,Yes
BI0003788,BR0001290,BU0013568,2009-09-25,Yes
BI0003789,BR0010751,BU0006022,2009-09-25,Yes
BI0003790,BR0021888,BU0030807,2009-09-25,Yes
BI0003791,BR0021889,BU0014854,2009-09-26,Yes
BI0003792,BR0001291,BU0025247,2009-09-26,Yes
BI0003793,BR0010752,BU0030148,2009-09-26,Yes
BI0003794,BR0001292,BU0005839,2009-09-27,Yes
BI0003795,BR0021890,BU0021279,2009-09-27,Yes
BI0003796,BR0010753,BU0002964,2009-09-27,Yes
BI0003797,BR0021891,BU0019387,2009-09-27,Yes
BI0003798,BR0001293,BU0024560,2009-09-28,Yes
BI0003799,BR0010754,BU0001896,2009-09-28,Yes
BI0003800,BR0021892,BU0016086,2009-09-28,Yes
BI0003801,BR0021893,BU0003869,2009-09-28,Yes
BI0003802,BR0001294,BU0000141,2009-09-29,No
BI0003803,BR0010755,BU0013994,2009-09-29,Yes
BI0003804,BR0021894,BU0014523,2009-09-29,Yes
BI0003805,BR0021894,BU0038829,2009-09-29,Yes
BI0003806,BR0001295,BU0024746,2009-09-30,Yes
BI0003807,BR0021895,BU0008689,2009-09-30,Yes
BI0003808,BR0021896,BU0000474,2009-09-30,Yes
BI0003809,BR0010756,BU0034135,2009-09-30,Yes
BI0003810,BR0001296,BU0001267,2009-10-01,Yes
BI0003811,BR0010757,BU0039125,2009-10-01,Yes
BI0003812,BR0021897,BU0002031,2009-10-01,Yes
BI0003813,BR0021898,BU0009829,2009-10-01,Yes
BI0003814,BR0001297,BU0017758,2009-10-02,Yes
BI0003815,BR0010758,BU0007691,2009-10-02,Yes
BI0003816,BR0021899,BU0011554,2009-10-02,Yes
BI0003817,BR0021899,BU0033657,2009-10-02,Yes
BI0003818,BR0001298,BU0026243,2009-10-03,Yes
BI0003819,BR0021900,BU0016933,2009-10-03,Yes
BI0003820,BR0021900,BU0021962,2009-10-03,Yes
BI0003821,BR0021900,BU0035909,2009-10-03,Yes
BI0003822,BR0010759,BU0023112,2009-10-03,Yes
BI0003823,BR0021901,BU0022941,2009-10-04,Yes
BI0003824,BR0021901,BU0040760,2009-10-04,Yes
BI0003825,BR0001299,BU0016843,2009-10-04,Yes
BI0003826,BR0010760,BU0010418,2009-10-04,Yes
BI0003827,BR0001300,BU0000787,2009-10-05,Yes
BI0003828,BR0010761,BU0011666,2009-10-05,Yes
BI0003829,BR0021902,BU0003077,2009-10-05,Yes
BI0003830,BR0021902,BU0041481,2009-10-05,Yes
BI0003831,BR0010762,BU0025504,2009-10-06,Yes
BI0003832,BR0001301,BU0017375,2009-10-06,Yes
BI0003833,BR0021903,BU0015691,2009-10-06,Yes
BI0003834,BR0021903,BU0023119,2009-10-06,Yes
BI0003835,BR0001302,BU0002416,2009-10-07,Yes
BI0003836,BR0010763,BU0004706,2009-10-07,Yes
BI0003837,BR0021904,BU0001727,2009-10-07,Yes
BI0003838,BR0021904,BU0014983,2009-10-07,Yes
BI0003839,BR0001303,BU0006150,2009-10-08,Yes
BI0003840,BR0010764,BU0032106,2009-10-08,Yes
BI0003841,BR0021905,BU0017469,2009-10-08,Yes
BI0003842,BR0021905,BU0027622,2009-10-08,Yes
BI0003843,BR0001304,BU0035219,2009-10-09,Yes
BI0003844,BR0010765,BU0001771,2009-10-09,Yes
BI0003845,BR0021906,BU0028451,2009-10-09,Yes
BI0003846,BR0021906,BU0025957,2009-10-09,Yes
BI0003847,BR0010766,BU0037602,2009-10-10,Yes
BI0003848,BR0001305,BU0003877,2009-10-10,Yes
BI0003849,BR0021907,BU0026948,2009-10-10,Yes
BI0003850,BR0021907,BU0004410,2009-10-10,Yes
BI0003851,BR0021908,BU0017556,2009-10-10,Yes
BI0003852,BR0021908,BU0025552,2009-10-10,Yes
BI0003853,BR0001306,BU0023616,2009-10-11,Yes
BI0003854,BR0010767,BU0022216,2009-10-11,Yes
BI0003855,BR0021909,BU0007426,2009-10-11,Yes
BI0003856,BR0001307,BU0013583,2009-10-12,Yes
BI0003857,BR0010768,BU0041728,2009-10-12,Yes
BI0003858,BR0021910,BU0002760,2009-10-12,Yes
BI0003859,BR0021910,BU0011724,2009-10-12,Yes
BI0003860,BR0001308,BU0030484,2009-10-13,Yes
BI0003861,BR0010769,BU0016878,2009-10-13,Yes
BI0003862,BR0021911,BU0014797,2009-10-13,Yes
BI0003863,BR0021911,BU0006921,2009-10-13,Yes
BI0003864,BR0010770,BU0031304,2009-10-14,Yes
BI0003865,BR0021912,BU0002868,2009-10-14,Yes
BI0003866,BR0021912,BU0006777,2009-10-14,Yes
BI0003867,BR0021913,BU0006780,2009-10-15,Yes
BI0003868,BR0001310,BU0020805,2009-10-15,Yes
BI0003869,BR0010771,BU0007407,2009-10-15,Yes
BI0003870,BR0021914,BU0014433,2009-10-15,Yes
BI0003871,BR0010772,BU0010408,2009-10-16,Yes
BI0003872,BR0001311,BU0003225,2009-10-16,Yes
BI0003873,BR0021915,BU0014434,2009-10-16,Yes
BI0003874,BR0021915,BU0024769,2009-10-16,Yes
BI0003875,BR0001312,BU0018907,2009-10-17,Yes
BI0003876,BR0021916,BU0005030,2009-10-17,Yes
BI0003877,BR0010773,BU0036059,2009-10-17,Yes
BI0003878,BR0021917,BU0039446,2009-10-17,Yes
BI0003879,BR0001313,BU0037060,2009-10-18,Yes
BI0003880,BR0010774,BU0010027,2009-10-18,Yes
BI0003881,BR0021918,BU0009171,2009-10-18,Yes
BI0003882,BR0021919,BU0032932,2009-10-18,Yes
BI0003883,BR0001315,BU0001230,2009-10-19,Yes
BI0003884,BR0010775,BU0022519,2009-10-19,Yes
BI0003885,BR0021920,BU0037812,2009-10-19,Yes
BI0003886,BR0021920,BU0037813,2009-10-19,Yes
BI0003887,BR0001314,BU0003176,2009-10-19,Yes
BI0003888,BR0021921,BU0021240,2009-10-20,Yes
BI0003889,BR0021922,BU0031323,2009-10-20,Yes
BI0003890,BR0001316,BU0003625,2009-10-20,Yes
BI0003891,BR0010776,BU0005149,2009-10-20,Yes
BI0003892,BR0010777,BU0041426,2009-10-21,Yes
BI0003893,BR0001317,BU0020095,2009-10-21,Yes
BI0003894,BR0021923,BU0033864,2009-10-21,Yes
BI0003895,BR0021923,BU0037226,2009-10-21,Yes
BI0003896,BR0001318,BU0035788,2009-10-22,Yes
BI0003897,BR0001318,BU0035789,2009-10-22,Yes
BI0003898,BR0010778,BU0033519,2009-10-22,Yes
BI0003899,BR0021924,BU0003398,2009-10-22,Yes
BI0003900,BR0021925,BU0008752,2009-10-22,Yes
BI0003901,BR0001319,BU0017454,2009-10-23,Yes
BI0003902,BR0010779,BU0014559,2009-10-23,Yes
BI0003903,BR0021926,BU0009889,2009-10-23,Yes
BI0003904,BR0021926,BU0029761,2009-10-23,Yes
BI0003905,BR0001320,BU0001710,2009-10-24,Yes
BI0003906,BR0010780,BU0020425,2009-10-24,Yes
BI0003907,BR0021927,BU0014086,2009-10-24,Yes
BI0003908,BR0021927,BU0014087,2009-10-24,Yes
BI0003909,BR0010781,BU0040257,2009-10-25,Yes
BI0003910,BR0001321,BU0036290,2009-10-25,Yes
BI0003911,BR0021928,BU0009256,2009-10-25,Yes
BI0003912,BR0021929,BU0009257,2009-10-25,Yes
BI0003913,BR0021931,BU0013109,2009-10-26,Yes
BI0003914,BR0001322,BU0006820,2009-10-26,Yes
BI0003915,BR0001322,BU0016207,2009-10-26,Yes
BI0003916,BR0010782,BU0038527,2009-10-26,Yes
BI0003917,BR0021930,BU0019560,2009-10-26,Yes
BI0003918,BR0017334,BU0038969,2009-10-27,Yes
BI0003919,BR0021934,BU0020355,2009-10-27,Yes
BI0003920,BR0001323,BU0022680,2009-10-27,Yes
BI0003921,BR0001323,BU0027785,2009-10-27,Yes
BI0003922,BR0010783,BU0019982,2009-10-27,Yes
BI0003923,BR0021932,BU0029389,2009-10-27,Yes
BI0003924,BR0021933,BU0031341,2009-10-27,Yes
BI0003925,BR0021935,BU0031342,2009-10-28,Yes
BI0003926,BR0021935,BU0039661,2009-10-28,Yes
BI0003927,BR0001324,BU0009572,2009-10-28,Yes
BI0003928,BR0001325,BU0013889,2009-10-28,Yes
BI0003929,BR0010784,BU0019983,2009-10-28,Yes
BI0003930,BR0021936,BU0017219,2009-10-28,Yes
BI0003931,BR0021937,BU0034874,2009-10-29,Yes
BI0003932,BR0021937,BU0025147,2009-10-29,Yes
BI0003933,BR0021937,BU0035836,2009-10-29,Yes
BI0003934,BR0001326,BU0021666,2009-10-29,Yes
BI0003935,BR0001326,BU0023670,2009-10-29,Yes
BI0003936,BR0010785,BU0003570,2009-10-29,Yes
BI0003937,BR0010786,BU0008796,2009-10-30,Yes
BI0003938,BR0001327,BU0005408,2009-10-30,Yes
BI0003939,BR0001327,BU0030421,2009-10-30,Yes
BI0003940,BR0017335,BU0038899,2009-10-30,Yes
BI0003941,BR0021938,BU0015269,2009-10-30,Yes
BI0003942,BR0021938,BU0013284,2009-10-30,Yes
BI0003943,BR0001328,BU0018964,2009-10-31,Yes
BI0003944,BR0010787,BU0040753,2009-10-31,Yes
BI0003945,BR0021939,BU0021743,2009-10-31,Yes
BI0003946,BR0021940,BU0007332,2009-10-31,Yes
BI0003947,BR0001329,BU0038842,2009-11-01,Yes
BI0003948,BR0010788,BU0025882,2009-11-01,Yes
BI0003949,BR0021941,BU0034145,2009-11-01,Yes
BI0003950,BR0021942,BU0034146,2009-11-01,Yes
BI0003951,BR0010789,BU0029966,2009-11-02,Yes
BI0003952,BR0021943,BU0025211,2009-11-02,Yes
BI0003953,BR0021943,BU0041680,2009-11-02,Yes
BI0003954,BR0017336,BU0000114,2009-11-02,Yes
BI0003955,BR0001330,BU0002968,2009-11-02,Yes
BI0003956,BR0001330,BU0023775,2009-11-02,Yes
BI0003957,BR0010790,BU0024222,2009-11-03,Yes
BI0003958,BR0001331,BU0013301,2009-11-03,Yes
BI0003959,BR0001332,BU0015006,2009-11-03,Yes
BI0003960,BR0021944,BU0041800,2009-11-03,Yes
BI0003961,BR0021944,BU0025990,2009-11-03,Yes
BI0003962,BR0001334,BU0019813,2009-11-04,No
BI0003963,BR0001333,BU0040292,2009-11-04,Yes
BI0003964,BR0010791,BU0015157,2009-11-04,Yes
BI0003965,BR0021945,BU0039706,2009-11-04,Yes
BI0003966,BR0021946,BU0039707,2009-11-04,Yes
BI0003967,BR0021947,BU0004065,2009-11-05,Yes
BI0003968,BR0021947,BU0003075,2009-11-05,Yes
BI0003969,BR0001335,BU0014117,2009-11-05,Yes
BI0003970,BR0001336,BU0009577,2009-11-05,No
BI0003971,BR0010792,BU0016329,2009-11-05,Yes
BI0003972,BR0021948,BU0001730,2009-11-06,Yes
BI0003973,BR0001337,BU0001388,2009-11-06,No
BI0003974,BR0010793,BU0007283,2009-11-06,Yes
BI0003975,BR0021949,BU0026514,2009-11-06,Yes
BI0003976,BR0001338,BU0003235,2009-11-07,Yes
BI0003977,BR0001338,BU0021736,2009-11-07,Yes
BI0003978,BR0010794,BU0037520,2009-11-07,Yes
BI0003979,BR0021950,BU0007277,2009-11-07,Yes
BI0003980,BR0021950,BU0027170,2009-11-07,Yes
BI0003981,BR0001339,BU0026109,2009-11-08,Yes
BI0003982,BR0001339,BU0036762,2009-11-08,Yes
BI0003983,BR0021951,BU0027995,2009-11-08,Yes
BI0003984,BR0010795,BU0015342,2009-11-08,Yes
BI0003985,BR0021952,BU0027996,2009-11-08,Yes
BI0003986,BR0001340,BU0007238,2009-11-09,Yes
BI0003987,BR0001340,BU0022015,2009-11-09,Yes
BI0003988,BR0010796,BU0023299,2009-11-09,Yes
BI0003989,BR0021953,BU0025165,2009-11-09,Yes
BI0003990,BR0021953,BU0026681,2009-11-09,Yes
BI0003991,BR0021955,BU0041555,2009-11-10,Yes
BI0003992,BR0001341,BU0019906,2009-11-10,Yes
BI0003993,BR0001342,BU0005902,2009-11-10,Yes
BI0003994,BR0010797,BU0023300,2009-11-10,Yes
BI0003995,BR0021954,BU0019932,2009-11-10,Yes
BI0003996,BR0021957,BU0019933,2009-11-11,Yes
BI0003997,BR0001343,BU0010836,2009-11-11,Yes
BI0003998,BR0001344,BU0027419,2009-11-11,Yes
BI0003999,BR0010798,BU0036105,2009-11-11,Yes
BI0004000,BR0021956,BU0022144,2009-11-11,Yes
BI0004001,BR0010799,BU0002793,2009-11-12,Yes
BI0004002,BR0021958,BU0029337,2009-11-12,Yes
BI0004003,BR0001345,BU0012182,2009-11-12,Yes
BI0004004,BR0001346,BU0020231,2009-11-12,Yes
BI0004005,BR0021959,BU0038200,2009-11-12,Yes
BI0004006,BR0001347,BU0025966,2009-11-13,Yes
BI0004007,BR0001347,BU0000176,2009-11-13,Yes
BI0004008,BR0010800,BU0002901,2009-11-13,Yes
BI0004009,BR0010800,BU0002902,2009-11-13,Yes
BI0004010,BR0021960,BU0038396,2009-11-13,Yes
BI0004011,BR0021960,BU0036433,2009-11-13,Yes
BI0004012,BR0021961,BU0034562,2009-11-14,Yes
BI0004013,BR0021961,BU0001095,2009-11-14,Yes
BI0004014,BR0001348,BU0008337,2009-11-14,Yes
BI0004015,BR0010801,BU0025494,2009-11-14,Yes
BI0004016,BR0021962,BU0011681,2009-11-15,Yes
BI0004017,BR0021962,BU0031369,2009-11-15,Yes
BI0004018,BR0001349,BU0007918,2009-11-15,Yes
BI0004019,BR0001350,BU0007919,2009-11-15,Yes
BI0004020,BR0010802,BU0041734,2009-11-15,Yes
BI0004021,BR0001351,BU0037571,2009-11-16,Yes
BI0004022,BR0001351,BU0041856,2009-11-16,Yes
BI0004023,BR0010803,BU0024707,2009-11-16,Yes
BI0004024,BR0021963,BU0017412,2009-11-16,Yes
BI0004025,BR0021963,BU0010485,2009-11-16,Yes
BI0004026,BR0021964,BU0005773,2009-11-17,Yes
BI0004027,BR0021964,BU0018606,2009-11-17,Yes
BI0004028,BR0001352,BU0005534,2009-11-17,Yes
BI0004029,BR0001353,BU0021010,2009-11-17,Yes
BI0004030,BR0010804,BU0036640,2009-11-17,Yes
BI0004031,BR0010805,BU0007885,2009-11-18,Yes
BI0004032,BR0001354,BU0029107,2009-11-18,Yes
BI0004033,BR0001355,BU0024461,2009-11-18,Yes
BI0004034,BR0021965,BU0021529,2009-11-18,Yes
BI0004035,BR0021965,BU0037016,2009-11-18,Yes
BI0004036,BR0010806,BU0033562,2009-11-19,Yes
BI0004037,BR0001356,BU0008285,2009-11-19,Yes
BI0004038,BR0001356,BU0022146,2009-11-19,Yes
BI0004039,BR0021966,BU0015730,2009-11-19,Yes
BI0004040,BR0021966,BU0031299,2009-11-19,Yes
BI0004041,BR0010807,BU0017190,2009-11-20,Yes
BI0004042,BR0001357,BU0038974,2009-11-20,Yes
BI0004043,BR0021967,BU0005918,2009-11-20,Yes
BI0004044,BR0021967,BU0011991,2009-11-20,Yes
BI0004045,BR0001359,BU0040573,2009-11-21,Yes
BI0004046,BR0021968,BU0013357,2009-11-21,Yes
BI0004047,BR0021968,BU0015927,2009-11-21,Yes
BI0004048,BR0001358,BU0011946,2009-11-21,Yes
BI0004049,BR0010808,BU0033604,2009-11-21,Yes
BI0004050,BR0001360,BU0017899,2009-11-22,Yes
BI0004051,BR0001360,BU0026375,2009-11-22,Yes
BI0004052,BR0010809,BU0041004,2009-11-22,Yes
BI0004053,BR0021969,BU0017659,2009-11-22,Yes
BI0004054,BR0021969,BU0027439,2009-11-22,Yes
BI0004055,BR0021970,BU0027576,2009-11-23,Yes
BI0004056,BR0021970,BU0017816,2009-11-23,Yes
BI0004057,BR0001361,BU0031990,2009-11-23,Yes
BI0004058,BR0001361,BU0041903,2009-11-23,Yes
BI0004059,BR0010810,BU0035315,2009-11-23,Yes
BI0004060,BR0001362,BU0034059,2009-11-24,Yes
BI0004061,BR0021972,BU0002085,2009-11-24,Yes
BI0004062,BR0001363,BU0005751,2009-11-24,Yes
BI0004063,BR0010811,BU0041626,2009-11-24,Yes
BI0004064,BR0017337,BU0006044,2009-11-24,Yes
BI0004065,BR0021971,BU0004511,2009-11-24,Yes
BI0004066,BR0001364,BU0005752,2009-11-25,Yes
BI0004067,BR0001364,BU0032515,2009-11-25,Yes
BI0004068,BR0010812,BU0017315,2009-11-25,Yes
BI0004069,BR0021973,BU0036217,2009-11-25,Yes
BI0004070,BR0021973,BU0010106,2009-11-25,Yes
BI0004071,BR0021975,BU0015368,2009-11-26,Yes
BI0004072,BR0017338,BU0032196,2009-11-26,Yes
BI0004073,BR0001365,BU0034760,2009-11-26,Yes
BI0004074,BR0001365,BU0002486,2009-11-26,Yes
BI0004075,BR0010813,BU0008069,2009-11-26,Yes
BI0004076,BR0021974,BU0000311,2009-11-26,Yes
BI0004077,BR0021974,BU0030770,2009-11-26,Yes
BI0004078,BR0021976,BU0031578,2009-11-27,Yes
BI0004079,BR0001366,BU0008596,2009-11-27,Yes
BI0004080,BR0001366,BU0013664,2009-11-27,Yes
BI0004081,BR0010814,BU0014901,2009-11-27,Yes
BI0004082,BR0017339,BU0000420,2009-11-27,Yes
BI0004083,BR0021977,BU0041440,2009-11-27,Yes
BI0004084,BR0001367,BU0023465,2009-11-28,Yes
BI0004085,BR0021979,BU0041914,2009-11-28,Yes
BI0004086,BR0010815,BU0033494,2009-11-28,Yes
BI0004087,BR0021978,BU0006764,2009-11-28,Yes
BI0004088,BR0001368,BU0002560,2009-11-29,Yes
BI0004089,BR0010816,BU0011816,2009-11-29,Yes
BI0004090,BR0021980,BU0011695,2009-11-29,Yes
BI0004091,BR0021980,BU0007849,2009-11-29,Yes
BI0004092,BR0010817,BU0012206,2009-11-30,Yes
BI0004093,BR0001369,BU0027881,2009-11-30,Yes
BI0004094,BR0001369,BU0010148,2009-11-30,Yes
BI0004095,BR0021981,BU0013461,2009-11-30,Yes
BI0004096,BR0021981,BU0023759,2009-11-30,Yes
BI0004097,BR0001370,BU0028644,2009-12-01,Yes
BI0004098,BR0010818,BU0015728,2009-12-01,Yes
BI0004099,BR0021982,BU0012679,2009-12-01,Yes
BI0004100,BR0021983,BU0032089,2009-12-01,Yes
BI0004101,BR0010819,BU0010531,2009-12-02,Yes
BI0004102,BR0001371,BU0028645,2009-12-02,Yes
BI0004103,BR0001371,BU0031778,2009-12-02,Yes
BI0004104,BR0017340,BU0015017,2009-12-02,Yes
BI0004105,BR0021984,BU0032090,2009-12-02,Yes
BI0004106,BR0021984,BU0008509,2009-12-02,Yes
BI0004107,BR0010820,BU0029742,2009-12-03,Yes
BI0004108,BR0001372,BU0039720,2009-12-03,Yes
BI0004109,BR0001373,BU0010938,2009-12-03,Yes
BI0004110,BR0021985,BU0015595,2009-12-03,Yes
BI0004111,BR0021985,BU0033307,2009-12-03,Yes
BI0004112,BR0001374,BU0009535,2009-12-04,Yes
BI0004113,BR0010821,BU0019114,2009-12-04,Yes
BI0004114,BR0021986,BU0041929,2009-12-04,Yes
BI0004115,BR0021986,BU0028834,2009-12-04,Yes
BI0004116,BR0010822,BU0031862,2009-12-05,Yes
BI0004117,BR0021987,BU0038324,2009-12-05,Yes
BI0004118,BR0021987,BU0017101,2009-12-05,Yes
BI0004119,BR0001375,BU0029209,2009-12-05,Yes
BI0004120,BR0021988,BU0017102,2009-12-06,Yes
BI0004121,BR0021989,BU0006755,2009-12-06,Yes
BI0004122,BR0001376,BU0040655,2009-12-06,Yes
BI0004123,BR0010823,BU0040428,2009-12-06,Yes
BI0004124,BR0001377,BU0023571,2009-12-07,Yes
BI0004125,BR0010824,BU0018918,2009-12-07,Yes
BI0004126,BR0021990,BU0039154,2009-12-07,Yes
BI0004127,BR0021990,BU0040384,2009-12-07,Yes
BI0004128,BR0001378,BU0041025,2009-12-08,Yes
BI0004129,BR0010825,BU0018919,2009-12-08,Yes
BI0004130,BR0021991,BU0008452,2009-12-08,Yes
BI0004131,BR0021991,BU0008624,2009-12-08,Yes
BI0004132,BR0001379,BU0037418,2009-12-09,Yes
BI0004133,BR0001379,BU0009336,2009-12-09,Yes
BI0004134,BR0010826,BU0025080,2009-12-09,Yes
BI0004135,BR0021992,BU0026179,2009-12-09,Yes
BI0004136,BR0021992,BU0029562,2009-12-09,Yes
BI0004137,BR0021993,BU0000667,2009-12-10,Yes
BI0004138,BR0021993,BU0000703,2009-12-10,Yes
BI0004139,BR0001380,BU0025615,2009-12-10,Yes
BI0004140,BR0010827,BU0005233,2009-12-10,Yes
BI0004141,BR0001381,BU0007047,2009-12-11,Yes
BI0004142,BR0001381,BU0003104,2009-12-11,Yes
BI0004143,BR0010828,BU0029749,2009-12-11,Yes
BI0004144,BR0021994,BU0007485,2009-12-11,Yes
BI0004145,BR0021995,BU0009224,2009-12-11,Yes
BI0004146,BR0021996,BU0013876,2009-12-12,Yes
BI0004147,BR0021996,BU0015991,2009-12-12,Yes
BI0004148,BR0001382,BU0012049,2009-12-12,Yes
BI0004149,BR0010829,BU0039417,2009-12-12,Yes
BI0004150,BR0010830,BU0014625,2009-12-13,Yes
BI0004151,BR0021997,BU0025402,2009-12-13,Yes
BI0004152,BR0021997,BU0021823,2009-12-13,Yes
BI0004153,BR0001383,BU0026878,2009-12-13,Yes
BI0004154,BR0001384,BU0018937,2009-12-14,Yes
BI0004155,BR0010831,BU0014626,2009-12-14,Yes
BI0004156,BR0021998,BU0030298,2009-12-14,Yes
BI0004157,BR0021998,BU0032487,2009-12-14,Yes
BI0004158,BR0010832,BU0002749,2009-12-15,Yes
BI0004159,BR0021999,BU0008895,2009-12-15,Yes
BI0004160,BR0021999,BU0036297,2009-12-15,Yes
BI0004161,BR0001385,BU0029797,2009-12-15,Yes
BI0004162,BR0001386,BU0004154,2009-12-16,Yes
BI0004163,BR0001386,BU0033177,2009-12-16,Yes
BI0004164,BR0022000,BU0040334,2009-12-16,Yes
BI0004165,BR0022000,BU0038188,2009-12-16,Yes
BI0004166,BR0010833,BU0004978,2009-12-16,Yes
BI0004167,BR0022002,BU0011441,2009-12-17,Yes
BI0004168,BR0001387,BU0029898,2009-12-17,Yes
BI0004169,BR0010834,BU0040118,2009-12-17,Yes
